threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,n_test,model_id,algorithm,algorithm_family,feature_set,class_weight,threshold_source,feature_count,train_seconds,predict_seconds
0.16,0.5864793678665496,0.6231192660550459,0.6645792563600783,0.6431818181818182,0.5757662744353768,0.15319107788469394,0.5260659298530773,0.5451663051072879,974,1027,857,1698,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.17,0.5886742756804214,0.6272897196261682,0.6567514677103719,0.6416826003824092,0.5794708725765729,0.15976939748011337,0.5260659298530773,0.5451663051072879,1004,997,877,1678,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.18,0.5908691834942933,0.6310200985968905,0.6512720156555774,0.6409861325115562,0.5827379642149617,0.165863279162226,0.5260659298530773,0.5451663051072879,1028,973,891,1664,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.19,0.5902107111501317,0.6322059953881629,0.6438356164383562,0.6379678107426798,0.5829535640312641,0.1660340534143694,0.5260659298530773,0.5451663051072879,1044,957,910,1645,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.2,0.5886742756804214,0.632955876610699,0.6344422700587085,0.6336982017200938,0.5823646163755625,0.16473129268180664,0.5260659298530773,0.5451663051072879,1061,940,934,1621,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.21,0.5880158033362599,0.6345238095238095,0.6258317025440313,0.6301477832512316,0.5825992817668098,0.16526849683368233,0.5260659298530773,0.5451663051072879,1080,921,956,1599,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.22,0.585820895522388,0.6343523732904264,0.6172211350293542,0.6256695100178536,0.5810735169838716,0.16241757411818747,0.5260659298530773,0.5451663051072879,1092,909,978,1577,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.23,0.5847234416154522,0.6353613719885668,0.6090019569471624,0.6219024780175859,0.5806688631567969,0.16197458315536287,0.5260659298530773,0.5451663051072879,1108,893,999,1556,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.24,0.5831870061457419,0.6353135313531353,0.6027397260273972,0.6185981120706969,0.5795627869813925,0.16009534815705823,0.5260659298530773,0.5451663051072879,1117,884,1015,1540,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.25,0.5803336259877085,0.6344625679631953,0.5937377690802348,0.6134249898908208,0.5772357786708064,0.15598348630320297,0.5260659298530773,0.5451663051072879,1127,874,1038,1517,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.26,0.5803336259877085,0.6366340841478964,0.5863013698630137,0.6104319478402608,0.577813500085687,0.157920646615457,0.5260659298530773,0.5451663051072879,1146,855,1057,1498,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.27,0.5794556628621598,0.6376561826798793,0.5792563600782779,0.6070549630844955,0.5773707298897454,0.15781500326815753,0.5260659298530773,0.5451663051072879,1160,841,1075,1480,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.28,0.5774802458296752,0.637434554973822,0.5718199608610568,0.6028471219310914,0.5757494695235761,0.15536901933089683,0.5260659298530773,0.5451663051072879,1170,831,1094,1461,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.29,0.577260755048288,0.639344262295082,0.5647749510763209,0.5997506234413965,0.5759218233486052,0.15681272550797742,0.5260659298530773,0.5451663051072879,1187,814,1112,1443,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.3,0.5770412642669008,0.6410601976639713,0.5585127201565557,0.5969462455553232,0.5760071795774768,0.1580721149911466,0.5260659298530773,0.5451663051072879,1202,799,1128,1427,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.31,0.5746268656716418,0.6409319323892189,0.549119373776908,0.5914839797639123,0.5739013305412968,0.15527437740588626,0.5260659298530773,0.5451663051072879,1215,786,1152,1403,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.32,0.5728709394205443,0.6414305620065025,0.540508806262231,0.586661002548853,0.5723949881045809,0.15378543658836352,0.5260659298530773,0.5451663051072879,1229,772,1174,1381,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.33,0.5708955223880597,0.6412429378531074,0.5330724070450098,0.5821756785637957,0.5705825381314353,0.15147947829414307,0.5260659298530773,0.5451663051072879,1239,762,1193,1362,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.34,0.5695785776997366,0.6416984732824428,0.5264187866927593,0.5783702429585036,0.5693913532658468,0.15046614211387,0.5260659298530773,0.5451663051072879,1250,751,1210,1345,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.35,0.5654082528533801,0.6400389673648319,0.5142857142857142,0.5703125,0.5653516318827709,0.14460168385814548,0.5260659298530773,0.5451663051072879,1262,739,1241,1314,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.36,0.5625548726953468,0.638560157790927,0.5068493150684932,0.5651320096006982,0.562539508885136,0.14033731937766897,0.5260659298530773,0.5451663051072879,1268,733,1260,1295,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.37,0.5607989464442493,0.6382235528942116,0.500587084148728,0.5610879578855013,0.5607987560128143,0.1382458964257235,0.5260659298530773,0.5451663051072879,1276,725,1276,1279,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.38,0.5586040386303776,0.6376518218623481,0.4931506849315068,0.5561686161995144,0.5585907477417568,0.13552158024203595,0.5260659298530773,0.5451663051072879,1285,716,1295,1260,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.39,0.5559701492537313,0.6365503080082136,0.48532289628180036,0.5507439484787919,0.5559100519135118,0.13191550516016923,0.5260659298530773,0.5451663051072879,1293,708,1315,1240,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.4,0.5537752414398596,0.6355140186915887,0.47906066536203523,0.5463066279848248,0.5536542857047855,0.12883183917877347,0.5260659298530773,0.5451663051072879,1299,702,1331,1224,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.41,0.5520193151887621,0.6351209253417456,0.47279843444227004,0.5420686560466682,0.5518076899997035,0.1267759228300764,0.5260659298530773,0.5451663051072879,1307,694,1347,1208,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.42,0.5496049165935031,0.633563462559745,0.4669275929549902,0.5376295628661559,0.5493025863111267,0.1230580545947849,0.5260659298530773,0.5451663051072879,1311,690,1362,1193,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.43,0.5463125548726954,0.6317494600431965,0.45792563600782776,0.5309734513274337,0.5458267894256722,0.1183143466919973,0.5260659298530773,0.5451663051072879,1319,682,1385,1170,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.44,0.5447761194029851,0.6314926189174412,0.4520547945205479,0.5269160583941606,0.5441263879111242,0.11665666217687418,0.5260659298530773,0.5451663051072879,1327,674,1400,1155,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
0.45,0.542361720807726,0.6299778761061947,0.4457925636007828,0.5221178088471236,0.541539005497472,0.11306531735027861,0.5260659298530773,0.5451663051072879,1332,669,1416,1139,4556,logistic_regression_none__raw_99,logistic_regression,Logistic Regression,raw_99,none,external_threshold_sweep,99,0.5691,0.0062
